Date,Order ID,Customer Name,Customer Segment,City,State,Product Category,Product Sub-Category,Units Sold,Unit Cost,Unit Price,Total Cost,Total Sales,Margin,Margin %
2024-10-31,ORD-1929,Nicole Smith,Enterprise,Columbus,OH,Office Supplies,Notebooks,60,102.26,108.28,6135.6,6496.8,361.2,5.56%
2024-05-15,ORD-1930,David Green,Business,Philadelphia,PA,Furniture,Office Chairs,90,350.82,420.79,31573.8,37871.1,6297.3,16.63%
2024-04-15,ORD-1931,Mike Rivera,Consumer,Detroit,MI,Office Supplies,Pens,14,493.25,880.54,6905.5,12327.56,5422.06,43.98%
2024-09-30,ORD-1932,Nicole Johnson,Consumer,Houston,TX,Furniture,Sofas,84,253.5,342.46,21294.0,28766.64,7472.64,25.98%
2024-02-22,ORD-1933,Nicole Watson,Enterprise,San Francisco,CA,Office Supplies,Notebooks,11,60.16,107.35,661.76,1180.85,519.09,43.96%
2024-06-08,ORD-1934,Karen Lee,Enterprise,Salt Lake City,UT,Office Supplies,Staplers,84,77.62,88.71,6520.08,7451.64,931.56,12.5%
2024-03-17,ORD-1935,Daniel King,Enterprise,Seattle,WA,Furniture,Sofas,8,446.83,713.57,3574.64,5708.56,2133.92,37.38%
2024-12-03,ORD-1936,Michael Davis,Small Business,Phoenix,AZ,Office Supplies,Pens,17,284.6,443.25,4838.2,7535.25,2697.05,35.79%
2024-01-30,ORD-1937,James Watson,Enterprise,Nashville,TN,Office Supplies,Pens,49,495.23,580.27,24266.27,28433.23,4166.96,14.66%
2024-11-14,ORD-1938,Eric White,Consumer,Philadelphia,PA,Furniture,Desks,72,292.85,311.82,21085.2,22451.04,1365.84,6.08%
2024-04-17,ORD-1939,David Anderson,Enterprise,Atlanta,GA,Furniture,Office Chairs,39,41.26,76.35,1609.14,2977.65,1368.51,45.96%
2024-03-04,ORD-1940,Sarah Johnson,Consumer,Portland,OR,Furniture,Tables,47,560.41,925.85,26339.27,43514.95,17175.68,39.47%
2024-10-14,ORD-1941,Anna Singh,Business,Cleveland,OH,Furniture,Chairs,84,119.36,150.94,10026.24,12678.96,2652.72,20.92%
2024-01-04,ORD-1942,Nicole Frank,Consumer,San Francisco,CA,Electronics,Headphones,70,374.18,696.6,26192.6,48762.0,22569.4,46.28%
2024-01-13,ORD-1943,Emily Carter,Consumer,San Francisco,CA,Electronics,Smartwatches,51,442.04,544.19,22544.04,27753.69,5209.65,18.77%
2024-12-19,ORD-1944,Mark Smith,Business,Salt Lake City,UT,Furniture,Office Chairs,80,296.82,539.01,23745.6,43120.8,19375.2,44.93%
2024-04-05,ORD-1945,Anna Watson,Consumer,Atlanta,GA,Office Supplies,Envelopes,12,286.91,563.86,3442.92,6766.32,3323.4,49.12%
2024-12-18,ORD-1946,Karen Green,Business,Phoenix,AZ,Office Supplies,Staplers,9,16.95,31.37,152.55,282.33,129.78,45.97%
2024-08-27,ORD-1947,Olivia Adams,Enterprise,Columbus,OH,Office Supplies,Notebooks,100,594.94,981.28,59494.0,98128.0,38634.0,39.37%
2024-11-02,ORD-1948,Sarah White,Small Business,Nashville,TN,Furniture,Sofas,10,389.38,732.12,3893.8,7321.2,3427.4,46.81%
2024-05-04,ORD-1949,Olivia Watson,Small Business,Dallas,TX,Electronics,Headphones,54,84.22,94.57,4547.88,5106.78,558.9,10.94%
2024-11-07,ORD-1950,Linda Watson,Business,Cleveland,OH,Office Supplies,Paper,61,430.44,696.1,26256.84,42462.1,16205.26,38.16%
2024-01-31,ORD-1951,Karen Davis,Small Business,Denver,CO,Furniture,Desks,52,363.41,709.07,18897.32,36871.64,17974.32,48.75%
2024-04-22,ORD-1952,Robert King,Enterprise,Charlotte,NC,Furniture,Desks,30,231.42,385.22,6942.6,11556.6,4614.0,39.93%
2024-08-08,ORD-1953,Diana Green,Consumer,Los Angeles,CA,Electronics,Laptops,68,560.22,1039.3,38094.96,70672.4,32577.44,46.1%
2024-02-18,ORD-1954,Laura Rivera,Enterprise,Houston,TX,Office Supplies,Staplers,54,12.43,21.84,671.22,1179.36,508.14,43.09%
2024-07-24,ORD-1955,John Carter,Consumer,Indianapolis,IN,Electronics,Smartwatches,93,323.66,418.47,30100.38,38917.71,8817.33,22.66%
2024-02-05,ORD-1956,Nicole Smith,Consumer,Boston,MA,Furniture,Chairs,10,316.97,593.98,3169.7,5939.8,2770.1,46.64%
2024-03-12,ORD-1957,Laura Johnson,Business,Detroit,MI,Furniture,Desks,82,428.54,602.08,35140.28,49370.56,14230.28,28.82%
2024-06-10,ORD-1958,Laura Evans,Enterprise,Nashville,TN,Electronics,Smartphones,1,298.37,528.32,298.37,528.32,229.95,43.52%
2024-04-08,ORD-1959,Diana Carter,Business,New York,NY,Electronics,Printers,21,569.4,911.18,11957.4,19134.78,7177.38,37.51%
2024-08-15,ORD-1960,Daniel Smith,Business,Detroit,MI,Office Supplies,Staplers,37,59.16,115.05,2188.92,4256.85,2067.93,48.58%
2024-04-15,ORD-1961,Jessica Green,Consumer,Detroit,MI,Electronics,Smartwatches,22,396.76,730.8,8728.72,16077.6,7348.88,45.71%
2024-11-29,ORD-1962,Robert Lee,Business,Nashville,TN,Furniture,Lamps,11,356.48,521.67,3921.28,5738.37,1817.09,31.67%
2024-07-14,ORD-1963,Robert Carter,Small Business,Columbus,OH,Office Supplies,Binders,97,563.19,738.84,54629.43,71667.48,17038.05,23.77%
2024-12-07,ORD-1964,Michael Hall,Business,Kansas City,MO,Office Supplies,Envelopes,55,57.03,71.32,3136.65,3922.6,785.95,20.04%
2024-04-19,ORD-1965,Linda White,Business,Atlanta,GA,Electronics,Smartphones,99,589.78,961.99,58388.22,95237.01,36848.79,38.69%
2024-08-23,ORD-1966,Laura White,Business,Los Angeles,CA,Furniture,Tables,37,315.89,435.17,11687.93,16101.29,4413.36,27.41%
2024-07-16,ORD-1967,Michael Rivera,Enterprise,Chicago,IL,Furniture,Office Chairs,60,206.06,239.32,12363.6,14359.2,1995.6,13.9%
2024-03-07,ORD-1968,Linda Singh,Consumer,Phoenix,AZ,Office Supplies,Notebooks,37,524.93,764.62,19422.41,28290.94,8868.53,31.35%
2024-12-09,ORD-1969,Eric Carter,Business,Dallas,TX,Electronics,Printers,88,89.09,104.11,7839.92,9161.68,1321.76,14.43%
2024-06-08,ORD-1970,James Adams,Business,Atlanta,GA,Office Supplies,Paper,82,141.82,213.22,11629.24,17484.04,5854.8,33.49%
2024-12-26,ORD-1971,Robert King,Business,Kansas City,MO,Office Supplies,Paper,78,349.84,397.27,27287.52,30987.06,3699.54,11.94%
2024-11-12,ORD-1972,David Anderson,Enterprise,Los Angeles,CA,Furniture,Office Chairs,44,218.51,249.58,9614.44,10981.52,1367.08,12.45%
2024-03-25,ORD-1973,Mike Davis,Consumer,Philadelphia,PA,Office Supplies,Paper,70,184.43,356.54,12910.1,24957.8,12047.7,48.27%
2024-06-19,ORD-1974,Diana Carter,Small Business,Cleveland,OH,Office Supplies,Binders,42,15.77,31.02,662.34,1302.84,640.5,49.16%
2024-03-12,ORD-1975,Laura King,Small Business,Seattle,WA,Office Supplies,Markers,29,537.0,759.48,15573.0,22024.92,6451.92,29.29%
2024-03-25,ORD-1976,Mike Chen,Business,Phoenix,AZ,Office Supplies,Paper,79,347.94,692.05,27487.26,54671.95,27184.69,49.72%
2024-01-10,ORD-1977,Anna Gonzalez,Business,Detroit,MI,Electronics,Laptops,48,526.1,892.72,25252.8,42850.56,17597.76,41.07%
2024-07-10,ORD-1978,Michael Watson,Consumer,San Francisco,CA,Office Supplies,Envelopes,68,148.7,234.33,10111.6,15934.44,5822.84,36.54%
2024-11-03,ORD-1979,Eric King,Small Business,Dallas,TX,Office Supplies,Pens,47,549.14,737.53,25809.58,34663.91,8854.33,25.54%
2024-07-18,ORD-1980,Sarah Davis,Small Business,Miami,FL,Office Supplies,Markers,14,477.75,598.06,6688.5,8372.84,1684.34,20.12%
2024-07-22,ORD-1981,Linda Carter,Business,Boston,MA,Office Supplies,Markers,18,41.88,67.84,753.84,1221.12,467.28,38.27%
2024-06-13,ORD-1982,Laura White,Enterprise,Cleveland,OH,Furniture,Cabinets,88,186.18,259.14,16383.84,22804.32,6420.48,28.15%
2024-06-15,ORD-1983,Emily Johnson,Consumer,Boston,MA,Electronics,Smartphones,95,570.95,776.34,54240.25,73752.3,19512.05,26.46%
2024-07-01,ORD-1984,Nicole Carter,Consumer,Denver,CO,Office Supplies,Envelopes,15,483.04,824.69,7245.6,12370.35,5124.75,41.43%
2024-10-06,ORD-1985,David Adams,Consumer,Charlotte,NC,Electronics,Smartwatches,67,35.08,61.56,2350.36,4124.52,1774.16,43.01%
2024-05-23,ORD-1986,Sarah Evans,Small Business,Atlanta,GA,Furniture,Lamps,37,335.2,450.25,12402.4,16659.25,4256.85,25.55%
2024-04-15,ORD-1987,Anna Gonzalez,Enterprise,Kansas City,MO,Furniture,Office Chairs,67,204.22,375.06,13682.74,25129.02,11446.28,45.55%
2024-08-18,ORD-1988,John Martinez,Consumer,Nashville,TN,Furniture,Lamps,83,176.83,179.59,14676.89,14905.97,229.08,1.54%
2024-12-22,ORD-1989,Diana Turner,Business,Charlotte,NC,Furniture,Desks,26,125.72,179.64,3268.72,4670.64,1401.92,30.02%
2024-06-16,ORD-1990,Emily Chen,Consumer,Portland,OR,Furniture,Chairs,55,123.47,156.52,6790.85,8608.6,1817.75,21.12%
2024-06-17,ORD-1991,Paul Rivera,Consumer,Denver,CO,Office Supplies,Envelopes,4,12.48,21.69,49.92,86.76,36.84,42.46%
2024-11-22,ORD-1992,Sarah Frank,Small Business,Nashville,TN,Office Supplies,Paper,62,52.53,53.2,3256.86,3298.4,41.54,1.26%
2024-10-08,ORD-1993,John Evans,Small Business,Philadelphia,PA,Office Supplies,Paper,20,265.24,465.58,5304.8,9311.6,4006.8,43.03%
2024-10-26,ORD-1994,Laura Hall,Enterprise,Los Angeles,CA,Electronics,Smartwatches,42,333.06,565.84,13988.52,23765.28,9776.76,41.14%
2024-12-06,ORD-1995,Anna Adams,Consumer,Salt Lake City,UT,Furniture,Lamps,65,541.94,906.69,35226.1,58934.85,23708.75,40.23%
2024-03-29,ORD-1996,John Davis,Consumer,San Diego,CA,Office Supplies,Staplers,10,549.99,811.24,5499.9,8112.4,2612.5,32.2%
2024-10-18,ORD-1997,Karen Davis,Enterprise,Cleveland,OH,Electronics,Laptops,91,221.69,226.37,20173.79,20599.67,425.88,2.07%
2024-04-20,ORD-1998,Robert Carter,Enterprise,Charlotte,NC,Office Supplies,Pens,28,392.29,611.83,10984.12,17131.24,6147.12,35.88%
2024-11-09,ORD-1999,Eric Carter,Business,Cleveland,OH,Electronics,Monitors,15,563.04,1098.53,8445.6,16477.95,8032.35,48.75%
2024-08-26,ORD-2000,Robert Turner,Enterprise,Los Angeles,CA,Office Supplies,Paper,32,226.23,344.74,7239.36,11031.68,3792.32,34.38%
